drug_name,generic_name,category,dosage_form,color,shape,indication,manufacturer,strength,text_description,description,drug_name_ar,generic_name_ar,drug_class_ar,dosage_form_ar,color_ar,shape_ar,indications_ar,rx_otc_status_en,side_effects_en,side_effects_ar,contraindications_en,contraindications_ar
Zyglic MR,Gliclazide,Diabetes,Modified-Release Tablet,,round,Type 2 Diabetes Mellitus,Zydus Lifesciences Limited,30,zyglic mr generic gliclazide form modified-release tablet class diabetes indication type 2 diabetes mellitus color  shape round hypoglycemia; nausea; dizziness; weight gain type 1 diabetes; diabetic ketoacidosis; severe renal/hepatic impairment زيجليك إم آر غليكلازيد قرص ممتد المفعول أدوية السكري داء السكري من النوع الثاني دائري انخفاض سكر الدم؛ غثيان؛ دوخة؛ زيادة الوزن السكري النوع الأول؛ الحماض الكيتوني السكري؛ قصور كلوي أو كبدي شديد,zyglic mr generic gliclazide form modified-release tablet class diabetes indication type 2 diabetes mellitus color  shape round hypoglycemia; nausea; dizziness; weight gain type 1 diabetes; diabetic ketoacidosis; severe renal/hepatic impairment زيجليك إم آر غليكلازيد قرص ممتد المفعول أدوية السكري داء السكري من النوع الثاني دائري انخفاض سكر الدم؛ غثيان؛ دوخة؛ زيادة الوزن السكري النوع الأول؛ الحماض الكيتوني السكري؛ قصور كلوي أو كبدي شديد,زيجليك إم آر,غليكلازيد,أدوية السكري,قرص ممتد المفعول,,دائري,داء السكري من النوع الثاني,Prescription,Hypoglycemia; Nausea; Dizziness; Weight gain,انخفاض سكر الدم؛ غثيان؛ دوخة؛ زيادة الوزن,Type 1 diabetes; Diabetic ketoacidosis; Severe renal/hepatic impairment,السكري النوع الأول؛ الحماض الكيتوني السكري؛ قصور كلوي أو كبدي شديد
Emedius,Palonosetron Hydrochloride,Antiemetic,Solution for Injection,,,Prevention of nausea and vomiting caused by chemotherapy,Jamjoom Pharmaceuticals,0.05,emedius generic palonosetron hydrochloride form solution for injection class antiemetic indication prevention of nausea and vomiting caused by chemotherapy color  shape  headache; constipation; dizziness hypersensitivity to palonosetron إيميديوس بالونوسيترون هيدروكلوريد محلول للحقن مضاد للغثيان والقيء الوقاية من الغثيان والقيء الناتج عن العلاج الكيميائي صداع؛ إمساك؛ دوخة فرط الحساسية للبالونوسيترون,emedius generic palonosetron hydrochloride form solution for injection class antiemetic indication prevention of nausea and vomiting caused by chemotherapy color  shape  headache; constipation; dizziness hypersensitivity to palonosetron إيميديوس بالونوسيترون هيدروكلوريد محلول للحقن مضاد للغثيان والقيء الوقاية من الغثيان والقيء الناتج عن العلاج الكيميائي صداع؛ إمساك؛ دوخة فرط الحساسية للبالونوسيترون,إيميديوس,بالونوسيترون هيدروكلوريد,مضاد للغثيان والقيء,محلول للحقن,,,الوقاية من الغثيان والقيء الناتج عن العلاج الكيميائي,Prescription,Headache; Constipation; Dizziness,صداع؛ إمساك؛ دوخة,Hypersensitivity to palonosetron,فرط الحساسية للبالونوسيترون
Ozanex,Ozenoxacin,Antibiotic/Antifungal,Cream,white,,Impetigo; Bacterial skin infections,Ferrer International,1,ozanex generic ozenoxacin form cream class antibiotic/antifungal indication impetigo; bacterial skin infections color white shape  skin irritation; rash hypersensitivity to ozenoxacin أوزانيكس أوزينوكساسين كريم مضاد حيوي / مضاد فطري القوباء؛ الالتهابات الجلدية البكتيرية أبيض تهيج الجلد؛ طفح جلدي فرط الحساسية للأوزينوكساسين,ozanex generic ozenoxacin form cream class antibiotic/antifungal indication impetigo; bacterial skin infections color white shape  skin irritation; rash hypersensitivity to ozenoxacin أوزانيكس أوزينوكساسين كريم مضاد حيوي / مضاد فطري القوباء؛ الالتهابات الجلدية البكتيرية أبيض تهيج الجلد؛ طفح جلدي فرط الحساسية للأوزينوكساسين,أوزانيكس,أوزينوكساسين,مضاد حيوي / مضاد فطري,كريم,أبيض,,القوباء؛ الالتهابات الجلدية البكتيرية,Prescription,Skin irritation; Rash,تهيج الجلد؛ طفح جلدي,Hypersensitivity to ozenoxacin,فرط الحساسية للأوزينوكساسين
Vatowis,Vasopressin,Vasopressor,Injection,,,Vasodilatory shock; Cardiac arrest; Diabetes insipidus,Eugia Pharma,20,vatowis generic vasopressin form injection class vasopressor indication vasodilatory shock; cardiac arrest; diabetes insipidus color  shape  hypertension; bradycardia; hyponatremia hypersensitivity to vasopressin فاتويس فازوبريسين حقن مقبض الأوعية الدموية صدمة توسع الأوعية؛ توقف القلب؛ السكري الكاذب ارتفاع ضغط الدم؛ بطء القلب؛ نقص صوديوم الدم فرط الحساسية للفازوبريسين,vatowis generic vasopressin form injection class vasopressor indication vasodilatory shock; cardiac arrest; diabetes insipidus color  shape  hypertension; bradycardia; hyponatremia hypersensitivity to vasopressin فاتويس فازوبريسين حقن مقبض الأوعية الدموية صدمة توسع الأوعية؛ توقف القلب؛ السكري الكاذب ارتفاع ضغط الدم؛ بطء القلب؛ نقص صوديوم الدم فرط الحساسية للفازوبريسين,فاتويس,فازوبريسين,مقبض الأوعية الدموية,حقن,,,صدمة توسع الأوعية؛ توقف القلب؛ السكري الكاذب,Prescription,Hypertension; Bradycardia; Hyponatremia,ارتفاع ضغط الدم؛ بطء القلب؛ نقص صوديوم الدم,Hypersensitivity to vasopressin,فرط الحساسية للفازوبريسين
Prevymis,Letermovir,Antiviral,Film-Coated Tablet,orange,oval,Prevention of CMV infection in transplant patients,MSD International,480,prevymis generic letermovir form film-coated tablet class antiviral indication prevention of cmv infection in transplant patients color orange shape oval nausea; diarrhea; vomiting; peripheral edema co-administration with pimozide or ergot alkaloids بريفيميس ليترموفير قرص مغلف مضاد فيروسي الوقاية من عدوى الفيروس المضخم للخلايا في مرضى زراعة الأعضاء برتقالي بيضوي غثيان؛ إسهال؛ قيء؛ وذمة طرفية الاستخدام المتزامن مع بيموزايد أو قلويدات الإرغوت,prevymis generic letermovir form film-coated tablet class antiviral indication prevention of cmv infection in transplant patients color orange shape oval nausea; diarrhea; vomiting; peripheral edema co-administration with pimozide or ergot alkaloids بريفيميس ليترموفير قرص مغلف مضاد فيروسي الوقاية من عدوى الفيروس المضخم للخلايا في مرضى زراعة الأعضاء برتقالي بيضوي غثيان؛ إسهال؛ قيء؛ وذمة طرفية الاستخدام المتزامن مع بيموزايد أو قلويدات الإرغوت,بريفيميس,ليترموفير,مضاد فيروسي,قرص مغلف,برتقالي,بيضوي,الوقاية من عدوى الفيروس المضخم للخلايا في مرضى زراعة الأعضاء,Prescription,Nausea; Diarrhea; Vomiting; Peripheral edema,غثيان؛ إسهال؛ قيء؛ وذمة طرفية,Co-administration with pimozide or ergot alkaloids,الاستخدام المتزامن مع بيموزايد أو قلويدات الإرغوت
Olimel N12E,Glucose/Amino Acid/Lipid Emulsion,Parenteral Nutrition,Emulsion for Infusion,white,,Parenteral nutrition for adults when oral or enteral feeding is insufficient,Baxter,27.5/14.2/17.5,olimel n12e generic glucose/amino acid/lipid emulsion form emulsion for infusion class parenteral nutrition indication parenteral nutrition for adults when oral or enteral feeding is insufficient color white shape  hyperglycemia; nausea; elevated liver enzymes severe hyperlipidemia; severe hepatic insufficiency أوليمل ن12 إي غلوكوز / أحماض أمينية / مستحلب دهني مستحلب للتسريب تغذية وريدية التغذية الوريدية للبالغين عندما تكون التغذية الفموية أو المعوية غير كافية أبيض ارتفاع سكر الدم؛ غثيان؛ ارتفاع إنزيمات الكبد فرط شحميات الدم الشديد؛ قصور الكبد الشديد,olimel n12e generic glucose/amino acid/lipid emulsion form emulsion for infusion class parenteral nutrition indication parenteral nutrition for adults when oral or enteral feeding is insufficient color white shape  hyperglycemia; nausea; elevated liver enzymes severe hyperlipidemia; severe hepatic insufficiency أوليمل ن12 إي غلوكوز / أحماض أمينية / مستحلب دهني مستحلب للتسريب تغذية وريدية التغذية الوريدية للبالغين عندما تكون التغذية الفموية أو المعوية غير كافية أبيض ارتفاع سكر الدم؛ غثيان؛ ارتفاع إنزيمات الكبد فرط شحميات الدم الشديد؛ قصور الكبد الشديد,أوليمل ن12 إي,غلوكوز / أحماض أمينية / مستحلب دهني,تغذية وريدية,مستحلب للتسريب,أبيض,,التغذية الوريدية للبالغين عندما تكون التغذية الفموية أو المعوية غير كافية,Prescription,Hyperglycemia; Nausea; Elevated liver enzymes,ارتفاع سكر الدم؛ غثيان؛ ارتفاع إنزيمات الكبد,Severe hyperlipidemia; Severe hepatic insufficiency,فرط شحميات الدم الشديد؛ قصور الكبد الشديد
Alzil,Donepezil Hydrochloride,Neurological/Alzheimer,Orodispersible Tablet,white,round,Mild to moderate Alzheimer's disease; Dementia,Al-Taqaddom Pharmaceutical,10,alzil generic donepezil hydrochloride form orodispersible tablet class neurological/alzheimer indication mild to moderate alzheimer's disease; dementia color white shape round nausea; diarrhea; insomnia; muscle cramps hypersensitivity to donepezil or piperidine derivatives الزيل دونيبيزيل هيدروكلوريد قرص فموي سريع الذوبان أدوية عصبية / الزهايمر مرض الزهايمر الخفيف إلى المتوسط؛ الخرف أبيض دائري غثيان؛ إسهال؛ أرق؛ تشنجات عضلية فرط الحساسية للدونيبيزيل أو مشتقات البيبيريدين,alzil generic donepezil hydrochloride form orodispersible tablet class neurological/alzheimer indication mild to moderate alzheimer's disease; dementia color white shape round nausea; diarrhea; insomnia; muscle cramps hypersensitivity to donepezil or piperidine derivatives الزيل دونيبيزيل هيدروكلوريد قرص فموي سريع الذوبان أدوية عصبية / الزهايمر مرض الزهايمر الخفيف إلى المتوسط؛ الخرف أبيض دائري غثيان؛ إسهال؛ أرق؛ تشنجات عضلية فرط الحساسية للدونيبيزيل أو مشتقات البيبيريدين,الزيل,دونيبيزيل هيدروكلوريد,أدوية عصبية / الزهايمر,قرص فموي سريع الذوبان,أبيض,دائري,مرض الزهايمر الخفيف إلى المتوسط؛ الخرف,Prescription,Nausea; Diarrhea; Insomnia; Muscle cramps,غثيان؛ إسهال؛ أرق؛ تشنجات عضلية,Hypersensitivity to donepezil or piperidine derivatives,فرط الحساسية للدونيبيزيل أو مشتقات البيبيريدين
Disflax,Deflazacort,Anti-Inflammatory/Corticosteroid,Tablet,white,round,Inflammatory and autoimmune conditions; Duchenne muscular dystrophy,Faes Farma,6,disflax generic deflazacort form tablet class anti-inflammatory/corticosteroid indication inflammatory and autoimmune conditions; duchenne muscular dystrophy color white shape round weight gain; increased appetite; cushing syndrome; osteoporosis systemic fungal infections; live vaccines ديسفلاكس ديفلازاكورت قرص مضاد التهاب / كورتيكوستيرويد الحالات الالتهابية والمناعية الذاتية؛ ضمور دوشين العضلي أبيض دائري زيادة الوزن؛ زيادة الشهية؛ متلازمة كوشينغ؛ هشاشة العظام العدوى الفطرية الجهازية؛ اللقاحات الحية,disflax generic deflazacort form tablet class anti-inflammatory/corticosteroid indication inflammatory and autoimmune conditions; duchenne muscular dystrophy color white shape round weight gain; increased appetite; cushing syndrome; osteoporosis systemic fungal infections; live vaccines ديسفلاكس ديفلازاكورت قرص مضاد التهاب / كورتيكوستيرويد الحالات الالتهابية والمناعية الذاتية؛ ضمور دوشين العضلي أبيض دائري زيادة الوزن؛ زيادة الشهية؛ متلازمة كوشينغ؛ هشاشة العظام العدوى الفطرية الجهازية؛ اللقاحات الحية,ديسفلاكس,ديفلازاكورت,مضاد التهاب / كورتيكوستيرويد,قرص,أبيض,دائري,الحالات الالتهابية والمناعية الذاتية؛ ضمور دوشين العضلي,Prescription,Weight gain; Increased appetite; Cushing syndrome; Osteoporosis,زيادة الوزن؛ زيادة الشهية؛ متلازمة كوشينغ؛ هشاشة العظام,Systemic fungal infections; Live vaccines,العدوى الفطرية الجهازية؛ اللقاحات الحية
Lipiget,Atorvastatin,Cholesterol,Film-Coated Tablet,white,oval,Hypercholesterolemia; Cardiovascular risk reduction,Pfizer,20,lipiget generic atorvastatin form film-coated tablet class cholesterol indication hypercholesterolemia; cardiovascular risk reduction color white shape oval myalgia; elevated liver enzymes; headache; gastrointestinal disturbances active liver disease; pregnancy; breastfeeding ليبيجت أتورفاستاتين قرص مغلف أدوية الكوليسترول ارتفاع الكوليسترول؛ تقليل مخاطر أمراض القلب والأوعية الدموية أبيض بيضوي آلام عضلية؛ ارتفاع إنزيمات الكبد؛ صداع؛ اضطرابات هضمية أمراض الكبد النشطة؛ الحمل؛ الرضاعة الطبيعية,lipiget generic atorvastatin form film-coated tablet class cholesterol indication hypercholesterolemia; cardiovascular risk reduction color white shape oval myalgia; elevated liver enzymes; headache; gastrointestinal disturbances active liver disease; pregnancy; breastfeeding ليبيجت أتورفاستاتين قرص مغلف أدوية الكوليسترول ارتفاع الكوليسترول؛ تقليل مخاطر أمراض القلب والأوعية الدموية أبيض بيضوي آلام عضلية؛ ارتفاع إنزيمات الكبد؛ صداع؛ اضطرابات هضمية أمراض الكبد النشطة؛ الحمل؛ الرضاعة الطبيعية,ليبيجت,أتورفاستاتين,أدوية الكوليسترول,قرص مغلف,أبيض,بيضوي,ارتفاع الكوليسترول؛ تقليل مخاطر أمراض القلب والأوعية الدموية,Prescription,Myalgia; Elevated liver enzymes; Headache; Gastrointestinal disturbances,آلام عضلية؛ ارتفاع إنزيمات الكبد؛ صداع؛ اضطرابات هضمية,Active liver disease; Pregnancy; Breastfeeding,أمراض الكبد النشطة؛ الحمل؛ الرضاعة الطبيعية
Azithral,Azithromycin,Antibiotic,Film-Coated Tablet,pink,oval,Respiratory infections; Skin infections; Otitis media; Pharyngitis,Alkem,500,azithral generic azithromycin form film-coated tablet class antibiotic indication respiratory infections; skin infections; otitis media; pharyngitis color pink shape oval diarrhea; nausea; abdominal pain; headache hypersensitivity to azithromycin or macrolide antibiotics; hepatic impairment أزيثرال أزيثروميسين قرص مغلف مضاد حيوي التهابات الجهاز التنفسي؛ التهابات الجلد؛ التهاب الأذن الوسطى؛ التهاب البلعوم وردي بيضوي إسهال؛ غثيان؛ آلام في البطن؛ صداع فرط الحساسية للأزيثروميسين أو المضادات الحيوية الماكروليدية؛ قصور كبدي,azithral generic azithromycin form film-coated tablet class antibiotic indication respiratory infections; skin infections; otitis media; pharyngitis color pink shape oval diarrhea; nausea; abdominal pain; headache hypersensitivity to azithromycin or macrolide antibiotics; hepatic impairment أزيثرال أزيثروميسين قرص مغلف مضاد حيوي التهابات الجهاز التنفسي؛ التهابات الجلد؛ التهاب الأذن الوسطى؛ التهاب البلعوم وردي بيضوي إسهال؛ غثيان؛ آلام في البطن؛ صداع فرط الحساسية للأزيثروميسين أو المضادات الحيوية الماكروليدية؛ قصور كبدي,أزيثرال,أزيثروميسين,مضاد حيوي,قرص مغلف,وردي,بيضوي,التهابات الجهاز التنفسي؛ التهابات الجلد؛ التهاب الأذن الوسطى؛ التهاب البلعوم,Prescription,Diarrhea; Nausea; Abdominal pain; Headache,إسهال؛ غثيان؛ آلام في البطن؛ صداع,Hypersensitivity to azithromycin or macrolide antibiotics; Hepatic impairment,فرط الحساسية للأزيثروميسين أو المضادات الحيوية الماكروليدية؛ قصور كبدي
Losartan Actavis,Losartan Potassium,Hypertension,Film-Coated Tablet,white,oval,Hypertension; Diabetic nephropathy; Heart failure,Actavis,50,losartan actavis generic losartan potassium form film-coated tablet class hypertension indication hypertension; diabetic nephropathy; heart failure color white shape oval dizziness; hyperkalemia; hypotension; fatigue pregnancy; severe hepatic impairment; co-administration with aliskiren in diabetics لوسارتان أكتافيس لوسارتان بوتاسيوم قرص مغلف أدوية ارتفاع ضغط الدم ارتفاع ضغط الدم؛ اعتلال الكلية السكري؛ قصور القلب أبيض بيضوي دوخة؛ ارتفاع البوتاسيوم في الدم؛ انخفاض ضغط الدم؛ إرهاق الحمل؛ قصور كبدي شديد؛ الاستخدام المتزامن مع أليسكيرين في مرضى السكري,losartan actavis generic losartan potassium form film-coated tablet class hypertension indication hypertension; diabetic nephropathy; heart failure color white shape oval dizziness; hyperkalemia; hypotension; fatigue pregnancy; severe hepatic impairment; co-administration with aliskiren in diabetics لوسارتان أكتافيس لوسارتان بوتاسيوم قرص مغلف أدوية ارتفاع ضغط الدم ارتفاع ضغط الدم؛ اعتلال الكلية السكري؛ قصور القلب أبيض بيضوي دوخة؛ ارتفاع البوتاسيوم في الدم؛ انخفاض ضغط الدم؛ إرهاق الحمل؛ قصور كبدي شديد؛ الاستخدام المتزامن مع أليسكيرين في مرضى السكري,لوسارتان أكتافيس,لوسارتان بوتاسيوم,أدوية ارتفاع ضغط الدم,قرص مغلف,أبيض,بيضوي,ارتفاع ضغط الدم؛ اعتلال الكلية السكري؛ قصور القلب,Prescription,Dizziness; Hyperkalemia; Hypotension; Fatigue,دوخة؛ ارتفاع البوتاسيوم في الدم؛ انخفاض ضغط الدم؛ إرهاق,Pregnancy; Severe hepatic impairment; Co-administration with aliskiren in diabetics,الحمل؛ قصور كبدي شديد؛ الاستخدام المتزامن مع أليسكيرين في مرضى السكري
Zantac,Ranitidine,Gastrointestinal,Film-Coated Tablet,white,round,Gastric ulcer; Duodenal ulcer; Gastroesophageal reflux disease (GERD),GSK,150,zantac generic ranitidine form film-coated tablet class gastrointestinal indication gastric ulcer; duodenal ulcer; gastroesophageal reflux disease (gerd) color white shape round headache; dizziness; constipation; diarrhea hypersensitivity to ranitidine; acute porphyria زانتاك رانيتيدين قرص مغلف أدوية الجهاز الهضمي قرحة المعدة؛ قرحة الاثني عشر؛ مرض الارتجاع المعدي المريئي أبيض دائري صداع؛ دوخة؛ إمساك؛ إسهال فرط الحساسية للرانيتيدين؛ البرفيرية الحادة,zantac generic ranitidine form film-coated tablet class gastrointestinal indication gastric ulcer; duodenal ulcer; gastroesophageal reflux disease (gerd) color white shape round headache; dizziness; constipation; diarrhea hypersensitivity to ranitidine; acute porphyria زانتاك رانيتيدين قرص مغلف أدوية الجهاز الهضمي قرحة المعدة؛ قرحة الاثني عشر؛ مرض الارتجاع المعدي المريئي أبيض دائري صداع؛ دوخة؛ إمساك؛ إسهال فرط الحساسية للرانيتيدين؛ البرفيرية الحادة,زانتاك,رانيتيدين,أدوية الجهاز الهضمي,قرص مغلف,أبيض,دائري,قرحة المعدة؛ قرحة الاثني عشر؛ مرض الارتجاع المعدي المريئي,OTC,Headache; Dizziness; Constipation; Diarrhea,صداع؛ دوخة؛ إمساك؛ إسهال,Hypersensitivity to ranitidine; Acute porphyria,فرط الحساسية للرانيتيدين؛ البرفيرية الحادة
Omeprazole Capsule,Omeprazole,Gastrointestinal,Gastro-Resistant Capsule,purple,capsule,Gastric ulcer; Duodenal ulcer; GERD; Zollinger-Ellison syndrome,AstraZeneca,20,omeprazole capsule generic omeprazole form gastro-resistant capsule class gastrointestinal indication gastric ulcer; duodenal ulcer; gerd; zollinger-ellison syndrome color purple shape capsule headache; nausea; diarrhea; abdominal pain hypersensitivity to omeprazole or substituted benzimidazoles أوميبرازول كبسولة أوميبرازول كبسولة مقاومة للحمض أدوية الجهاز الهضمي قرحة المعدة؛ قرحة الاثني عشر؛ الارتجاع المعدي المريئي؛ متلازمة زولينجر إيليسون بنفسجي كبسولة صداع؛ غثيان؛ إسهال؛ آلام في البطن فرط الحساسية للأوميبرازول أو مشتقات البنزيميدازول,omeprazole capsule generic omeprazole form gastro-resistant capsule class gastrointestinal indication gastric ulcer; duodenal ulcer; gerd; zollinger-ellison syndrome color purple shape capsule headache; nausea; diarrhea; abdominal pain hypersensitivity to omeprazole or substituted benzimidazoles أوميبرازول كبسولة أوميبرازول كبسولة مقاومة للحمض أدوية الجهاز الهضمي قرحة المعدة؛ قرحة الاثني عشر؛ الارتجاع المعدي المريئي؛ متلازمة زولينجر إيليسون بنفسجي كبسولة صداع؛ غثيان؛ إسهال؛ آلام في البطن فرط الحساسية للأوميبرازول أو مشتقات البنزيميدازول,أوميبرازول كبسولة,أوميبرازول,أدوية الجهاز الهضمي,كبسولة مقاومة للحمض,بنفسجي,كبسولة,قرحة المعدة؛ قرحة الاثني عشر؛ الارتجاع المعدي المريئي؛ متلازمة زولينجر إيليسون,OTC,Headache; Nausea; Diarrhea; Abdominal pain,صداع؛ غثيان؛ إسهال؛ آلام في البطن,Hypersensitivity to omeprazole or substituted benzimidazoles,فرط الحساسية للأوميبرازول أو مشتقات البنزيميدازول
Fevadol,Paracetamol + Ibuprofen,Pain Relief / Antipyretic,Tablet,white,round,Pain relief; Headache; Fever; Toothache; Muscle pain; Menstrual pain,Riyadh Pharma,250/200,fevadol generic paracetamol + ibuprofen form tablet class pain relief / antipyretic indication pain relief; headache; fever; toothache; muscle pain; menstrual pain color white shape round nausea; stomach upset; dizziness; allergic reactions peptic ulcer; severe hepatic impairment; aspirin allergy; last trimester of pregnancy فيفادول باراسيتامول + إيبوبروفين قرص مسكن للألم / خافض للحرارة تسكين الألم؛ صداع؛ حمى؛ ألم الأسنان؛ آلام العضلات؛ آلام الدورة الشهرية أبيض دائري غثيان؛ اضطراب المعدة؛ دوخة؛ تفاعلات تحسسية قرحة هضمية؛ قصور كبدي شديد؛ حساسية الأسبرين؛ الثلث الأخير من الحمل,fevadol generic paracetamol + ibuprofen form tablet class pain relief / antipyretic indication pain relief; headache; fever; toothache; muscle pain; menstrual pain color white shape round nausea; stomach upset; dizziness; allergic reactions peptic ulcer; severe hepatic impairment; aspirin allergy; last trimester of pregnancy فيفادول باراسيتامول + إيبوبروفين قرص مسكن للألم / خافض للحرارة تسكين الألم؛ صداع؛ حمى؛ ألم الأسنان؛ آلام العضلات؛ آلام الدورة الشهرية أبيض دائري غثيان؛ اضطراب المعدة؛ دوخة؛ تفاعلات تحسسية قرحة هضمية؛ قصور كبدي شديد؛ حساسية الأسبرين؛ الثلث الأخير من الحمل,فيفادول,باراسيتامول + إيبوبروفين,مسكن للألم / خافض للحرارة,قرص,أبيض,دائري,تسكين الألم؛ صداع؛ حمى؛ ألم الأسنان؛ آلام العضلات؛ آلام الدورة الشهرية,OTC,Nausea; Stomach upset; Dizziness; Allergic reactions,غثيان؛ اضطراب المعدة؛ دوخة؛ تفاعلات تحسسية,Peptic ulcer; Severe hepatic impairment; Aspirin allergy; Last trimester of pregnancy,قرحة هضمية؛ قصور كبدي شديد؛ حساسية الأسبرين؛ الثلث الأخير من الحمل
Ritalin,Methylphenidate,ADHD,Tablet,white,round,ADHD (Attention Deficit Hyperactivity Disorder); Narcolepsy,Novartis,10,ritalin generic methylphenidate form tablet class adhd indication adhd (attention deficit hyperactivity disorder); narcolepsy color white shape round decreased appetite; insomnia; nervousness; headache; tachycardia anxiety disorders; glaucoma; tics; mao inhibitor use; cardiovascular disorders ريتالين ميثيلفينيديت قرص أدوية اضطراب نقص الانتباه اضطراب نقص الانتباه وفرط الحركة؛ النوم القهري أبيض دائري فقدان الشهية؛ أرق؛ عصبية؛ صداع؛ تسارع نبضات القلب اضطرابات القلق؛ الجلوكوما؛ التشنجات اللاإرادية؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية,ritalin generic methylphenidate form tablet class adhd indication adhd (attention deficit hyperactivity disorder); narcolepsy color white shape round decreased appetite; insomnia; nervousness; headache; tachycardia anxiety disorders; glaucoma; tics; mao inhibitor use; cardiovascular disorders ريتالين ميثيلفينيديت قرص أدوية اضطراب نقص الانتباه اضطراب نقص الانتباه وفرط الحركة؛ النوم القهري أبيض دائري فقدان الشهية؛ أرق؛ عصبية؛ صداع؛ تسارع نبضات القلب اضطرابات القلق؛ الجلوكوما؛ التشنجات اللاإرادية؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية,ريتالين,ميثيلفينيديت,أدوية اضطراب نقص الانتباه,قرص,أبيض,دائري,اضطراب نقص الانتباه وفرط الحركة؛ النوم القهري,Prescription,Decreased appetite; Insomnia; Nervousness; Headache; Tachycardia,فقدان الشهية؛ أرق؛ عصبية؛ صداع؛ تسارع نبضات القلب,Anxiety disorders; Glaucoma; Tics; MAO inhibitor use; Cardiovascular disorders,اضطرابات القلق؛ الجلوكوما؛ التشنجات اللاإرادية؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية
Strattera,Atomoxetine,ADHD,Capsule,gold white,capsule,ADHD (Attention Deficit Hyperactivity Disorder),Lilly,25,strattera generic atomoxetine form capsule class adhd indication adhd (attention deficit hyperactivity disorder) color gold white shape capsule nausea; decreased appetite; dizziness; dry mouth; insomnia narrow-angle glaucoma; pheochromocytoma; mao inhibitor use; severe cardiovascular disorders ستراتيرا أتوموكسيتين كبسولة أدوية اضطراب نقص الانتباه اضطراب نقص الانتباه وفرط الحركة ذهبي وأبيض كبسولة غثيان؛ فقدان الشهية؛ دوخة؛ جفاف الفم؛ أرق الجلوكوما ضيقة الزاوية؛ ورم القواتم؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية الشديدة,strattera generic atomoxetine form capsule class adhd indication adhd (attention deficit hyperactivity disorder) color gold white shape capsule nausea; decreased appetite; dizziness; dry mouth; insomnia narrow-angle glaucoma; pheochromocytoma; mao inhibitor use; severe cardiovascular disorders ستراتيرا أتوموكسيتين كبسولة أدوية اضطراب نقص الانتباه اضطراب نقص الانتباه وفرط الحركة ذهبي وأبيض كبسولة غثيان؛ فقدان الشهية؛ دوخة؛ جفاف الفم؛ أرق الجلوكوما ضيقة الزاوية؛ ورم القواتم؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية الشديدة,ستراتيرا,أتوموكسيتين,أدوية اضطراب نقص الانتباه,كبسولة,ذهبي وأبيض,كبسولة,اضطراب نقص الانتباه وفرط الحركة,Prescription,Nausea; Decreased appetite; Dizziness; Dry mouth; Insomnia,غثيان؛ فقدان الشهية؛ دوخة؛ جفاف الفم؛ أرق,Narrow-angle glaucoma; Pheochromocytoma; MAO inhibitor use; Severe cardiovascular disorders,الجلوكوما ضيقة الزاوية؛ ورم القواتم؛ استخدام مثبطات أوكسيداز أحادي الأمين؛ اضطرابات القلب والأوعية الدموية الشديدة
